'kang'gan'ling 抗感灵
'dai'mao'hua'gan'zhu'she'ye 毒毛花苷注射液
'pian'zai'huang'pai'qi'ju'di'huang'wan 片仔癀牌杞菊地黄丸
'hu'er'cao'cha 虎耳草茶
'wu'yan 吾琰
'yu'yan 吾琰
'shi'chan'cao'jiu 石蝉草酒
'dan'chan'cao'jiu 石蝉草酒
'a'qi'mei'su'lv'hua'na'zhu'she'ye 阿奇霉素氯化钠注射液
'huan'wen'ku'ru'gu 环纹苦乳菇
'dai'ye'bao'chun'hua 带叶报春花
'dai'xie'bao'chun'hua 带叶报春花
'zhi'zi'ren'tang 栀子仁汤
'zhi'zi'ren'shang 栀子仁汤
'luo'yu'tong 络瘀通
'lao'yu'tong 络瘀通
'gan'su'na'han'pian 肝素钠含片
'fu'fang'jia'ben'mi'zuo 复方甲苯咪唑
'guang'guo'po'po'na 光果婆婆纳
'hua'zi'zhu'ye 华紫珠叶
'hua'zi'zhu'xie 华紫珠叶
'bei'ta'mei'luo'ding 倍他美罗定
'si'huan'su'jiao'nang 四环素胶囊
'jing'dan'bai'xin'chong'zu'lai'fu'yi'dao'su'hun'he'zhu'she'ye 精蛋白锌重组赖脯胰岛素混和注射液
'jing'dan'bai'xin'chong'zu'lai'pu'yi'dao'su'hun'he'zhu'she'ye 精蛋白锌重组赖脯胰岛素混和注射液
'fu'fang'nan'ban'lan'gen 复方南板蓝根
'fu'fang'na'ban'lan'gen 复方南板蓝根
'wei'an 韦安
'hei'pi'qing'mu'xiang 黑皮青木香
'zui'hua'qing'hou'dan 咀华清喉丹
'ju'hua'qing'hou'dan 咀华清喉丹
'duo'suo'cha'jian'pian 多索茶碱片
'tian'zi'hong'nv'jin 天紫红女金
'fu'fang'qu'ma'duo'pian 复方曲马多片
'zhu'she'yong'er'yi'xian'an'yi'suan'yi'er'an 注射用二乙酰氨乙酸乙二胺
'xiong'dan'zhi'chuang 熊胆痔疮
'xiao'an'shen'wan 小安肾丸
'kou'qiang'kui'yang'qing'yang'cha 口腔溃疡清养茶
'mai'zi'lin 麦滋林
'lv'hua'an'zong'se'he'ji 氯化铵棕色合剂
'bu'lao'wan 不老丸
'di'shao'xiao'ke 地芍消渴
'de'shao'xiao'ke 地芍消渴
'huang'la'wan 黄蜡丸
'liu'suan'yi'ti'mi'xing'lv'hua'na'zhu'she'ye 硫酸依替米星氯化钠注射液
'yan'suan'mo'suo'ni'ding'jiao 盐酸莫索尼定胶
'yan'suan'mu'suo'ni'ding'jiao 盐酸莫索尼定胶
'feng'shi'gao'yao 风湿膏药
'nuo'he'ling'zhu'she'ye'tou 诺和灵注射液头
'pao'fu'zi 炮附子
'bao'fu'zi 炮附子
'shu'shen'ling'jiao'nang 舒神灵胶囊
'heng'shan'san 恒山散
'bi'shang'nv'xue'zheng 鼻伤衄血证
'sheng'ru'wan 生乳丸
'chuan'xin'lian'zong'nei'zhi 穿心莲总内酯
'ba'qia'ling'xian'cha 菝葜灵仙茶
'liu'suan'ruan'gu'su'di'yan 硫酸软骨素滴眼
'quan'ji'xian'wei'su 醛基纤维素
'ge'tong'tong'luo'jiao'nang 葛酮通络胶囊
'zhong'yao'jian'ding'xue 中药鉴定学
'yi'lai'kang'ren'shen'tian'ma'yao'jiu 益来康人参天麻药酒
'dan'qiu'shi 淡秋石
'dan'qiu'dan 淡秋石
'bai'yu'zhi'tong'tang 败瘀止痛汤
'bai'yu'zhi'tong'shang 败瘀止痛汤
'wu'wei'lv'mei'su 无味氯霉素
'fu'fang'ben'hai'la'ming'ma 复方苯海拉明麻
'yi'qi'yang'yuan'chong'ji 益气养元冲剂
'ri'da'xian'zhu'she'yong'fen'zhen 日达仙注射用粉针
'huang'jin'hua'du'tang 黄金化毒汤
'huang'jin'hua'dai'tang 黄金化毒汤
'huang'jin'hua'du'shang 黄金化毒汤
'huang'jin'hua'dai'shang 黄金化毒汤
'bai'feng'yin 白凤饮
'mi'chuan'shen'xian'bo'yun'san 秘传神仙拨云散
'cuo'chuang'ru'ye 痤疮乳液
'pao'tian'hong'jiu 炮天红酒
'bao'tian'hong'jiu 炮天红酒
'ni'mei'xin 尼美欣
'gan'tai'bao 肝泰宝
'hao'ku'wa'xiao'er'qing'fei'ke'li 好酷娃小儿清肺颗粒
'xiao'er'xiao'ke'pian 小儿消咳片
'xiao'er'xiao'hai'pian 小儿消咳片
'du'la 肚拉
'bai'sha'chong'yao 白沙虫药
'sai'lv'pi'ding'jiao'nang 噻氯匹啶胶囊
'dian'ta'la'pu'an 碘他拉葡胺
'mi'li'nong 米力农
'ba'ji'zhen'yang 巴戟振阳
'chong'lou 重楼
'shui'gui'jiao'ye 水鬼蕉叶
'can'tui'zhi 蚕退纸
'fu'bu'xi'lin 呋布西林
'he'wei'wan'jiao'nang 和胃丸胶囊
'hu'wei'wan'jiao'nang 和胃丸胶囊
'huo'wei'wan'jiao'nang 和胃丸胶囊
'kai'ge'li'tan'tang 开隔利痰汤
'kai'ge'li'tan'shang 开隔利痰汤
'kang'zhi'jie'ji'su 抗脂解激素
'kang'zhi'xie'ji'su 抗脂解激素
'tian'chi'gao 天池膏
'hong'ling'dan 红灵丹
'gong'ling'dan 红灵丹
'gu'hua'san'chun'jiao'wan 骨化三醇胶丸
'ban'lan'gen'ke'li 板兰根颗粒
'she'wang 射罔
'ye'wang 射罔
'yi'wang 射罔
'wu'zhi'di'xian'jin'sui'gao 五芝地仙金髓膏
'jia'wei'dang'gui'yin'zi 加味当归饮子
'jia'mi'mu'tong'qiang'huo'tang 家秘木通羌活汤
'jia'bi'mu'tong'qiang'huo'tang 家秘木通羌活汤
'jia'mi'mu'tong'qiang'huo'shang 家秘木通羌活汤
'jia'bi'mu'tong'qiang'huo'shang 家秘木通羌活汤
'shu'tai'wan 舒泰丸
'yao'bi'tong'jiao'nang 腰痹通胶囊
'shui'yang'suan'er'yi'an 水杨酸二乙胺
'po'zhi'hui'yuan'tang 破滞回源汤
'po'zhi'hui'yuan'shang 破滞回源汤
'he'wei'zheng'chang 和胃整肠
'hu'wei'zheng'chang 和胃整肠
'huo'wei'zheng'chang 和胃整肠
'huang'bai'cang'er'cha 黄柏苍耳茶
'yan'ming'ling'wan 眼明灵丸
'zhi'chuan'ke 止喘咳
'zhi'chuan'hai 止喘咳
'hu'huang'lian'wan 胡黄连丸
'dan'suan'zhi'ke'pian 胆酸止咳片
'bu'luo'fen'xin 布洛芬锌
'xiao'er'gan'mao'shu'ke'li 小儿感冒舒颗粒
'gai'shu'tai 盖舒泰
'ge'shu'tai 盖舒泰
'he'shu'tai 盖舒泰
'shan'pu'jian'pi'ke'li 山葡健脾颗粒
'ning'shen'yin'zi 凝神饮子
'qing'yao'jie'chang'wan 青要结肠丸
'zhuo'mu'niao'gao 啄木鸟膏
'jian'jian'mao'jue 渐尖毛蕨
'da'chong'po'wu'wei'san 大虫魄五味散
'da'chong'tuo'wu'wei'san 大虫魄五味散
'ai'de'er'kang 爱德儿康
'liu'suan'qing'an 硫酸氢铵
'qin'gui'wan 秦桂丸
'jie'biao'yao 解表药
'ji'wa'cao 鸡娃草
'ka'wen'zhu'she'ye 卡文注射液
'shao'shang'pen'wu'ji 烧伤喷雾剂
'di'mei'wu'an 地美戊胺
'de'mei'wu'an 地美戊胺
'e'jiao'bu'xue'ke'li 阿胶补血颗粒
'a'jiao'bu'xue'ke'li 阿胶补血颗粒
'duo'tang'dan'bai 多糖蛋白
'ru'zeng'ping'wan 乳增平丸
'chai'hu'kou'fu'ye 柴胡口服液
'si'chuan'ying'tao 四川樱桃
'jin'ji'pian 金鸡片
'gou'ru'zhi 狗乳汁
'niu'huang'ping'bai'wan 牛黄平白丸
'duan'hong'chang'pi'wan 断红肠澼丸
'gan'you'guan'chang'ji 甘油灌肠剂
'tian'qiu'ru'he'nei'xiao'wan 天球乳核内消丸
'ye'guang'san 夜光散
'she'dan'chuan'bei'han'pian 蛇胆川贝含片
'dun'guo'cao 盾果草
'gou'xian'da'ji 钩腺大戟
'yun'kang'kou'fu'zhu'ye 孕康口服注液
'yi'can'yao'jiu 蚁参药酒
'yi'shen'yao'jiu 蚁参药酒
'yi'cen'yao'jiu 蚁参药酒
'yi'san'yao'jiu 蚁参药酒
'po'zheng'san 破症散
'yao'yong'tan'jiao'nang 药用炭胶囊
'hu'ri'cha'liu'mei'wan 胡日查六昧丸
'hu'ri'zha'liu'mei'wan 胡日查六昧丸
'hu'ri'cha'lu'mei'wan 胡日查六昧丸
'hu'ri'zha'lu'mei'wan 胡日查六昧丸
'zhi'zhu'xian 蜘蛛线
'bai'long'gao 白龙膏
'di'zhi 鸐雉
'jian'shen'yao'jiu 健身药酒
'huang'rui'mu 黄瑞木
'sheng'ming'fang'cheng'chuan'shi'ji'yang'tao'zhuang 生命方程传世肌养套装
'yi'nuo'sha'xing'pian 依诺沙星片
'ji'sui'hui'zhi'yan'mie'huo'yi'miao 脊髓灰质炎灭活疫苗
'fu'pai'li'duo'zhu'she'ye 氟哌利多注射液
'shan'zha'yi'mu'cha 山楂益母茶
'en'qu'ta'bin'jiao'nang 恩曲他滨胶囊
'fo'shou'gan'gen 佛手柑根
'she'pu'tao 蛇葡萄
'yi'pu'tao 蛇葡萄
'fu'fang'cha'dan'pian 复方茶丹片
'ding'xiang'tou'ge'dan 丁香透膈丹
'jian'shi'shui'yang'suan'bi 碱式水杨酸铋
'yan'huang'lian'zhu'she'ye 岩黄连注射液
'ge'zao 葛枣
'ku'ting'li'tang 苦葶苈汤
'ku'ting'li'shang 苦葶苈汤
'ca'yao 擦药
'deng'zhan'di'long'jiao'nang 灯盏地龙胶囊
'shi'quan'da'bu'jiu 十全大补酒
'xi'bing'ma'fei 烯丙吗啡
'jiang'tang'pian 降糖片
'shi'liu'pi 石榴皮
'yi'qi'sheng'yang'chu'shi'tang 益气升阳除湿汤
'yi'qi'sheng'yang'chu'shi'shang 益气升阳除湿汤
'can'bei'zhi'ke 参贝止咳
'shen'bei'zhi'ke 参贝止咳
'cen'bei'zhi'ke 参贝止咳
'san'bei'zhi'ke 参贝止咳
'xiang'lian'yin 香楝饮
'shu'bi'tai 术必泰
'zhu'bi'tai 术必泰
'hei'hu'gao 黑虎膏
'chai'tong 柴酮
'xiao'san'yang'bao'gan'cha 小三阳保肝茶
'jie'xin'tong'pian 解心痛片
'xie'xin'tong'pian 解心痛片
'ye'qian'hu 野前胡
'li'nai'zuo'an'pian 利奈唑胺片
'jin'niu'pai'shi'tang 金牛排石汤
'jin'niu'pai'shi'shang 金牛排石汤
'xin'li'yi 信立怡
'shen'li'yi 信立怡
'bin'chen'yin 槟沉饮
'bing'chen'yin 槟沉饮
'zhi'zhong'jie'yang'wan 治中结阳丸
'zu'ye'yi'gan 足叶乙苷
'zu'xie'yi'gan 足叶乙苷
'fu'fang'qing'yang'hua'lv'mei 复方氢氧化铝镁
'gu'bing'kang 骨病康
'pu'tao'tang'suan'mei'kou'fu'rong'ye 葡萄糖酸镁口服溶液
'qu'feng'sheng'shi'tang 祛风胜湿汤
'qu'feng'sheng'shi'shang 祛风胜湿汤
'ci'cang 刺苍
'jia'wei'huai'jiao'wan 加味槐角丸
'zhu'gao'fa'jian 猪膏发煎
'fang'feng'qiang'huo'tang 防风羌活汤
'fang'feng'qiang'huo'shang 防风羌活汤
'an'shen'gao 安神膏
'dan'qi'pian 丹七片
'zhi'zi'ren'shen'san 栀子人参散
'liu'qiu'zi 留求子
'shen'rong'yang'xin'yi'shen'jiao 参茸养心益肾胶
'ju'tang'gan'fen 聚糖酐粉
'xiao'meng'pian 消朦片
'ping'xin 平欣
'lian'bei'wan 连贝丸
'huang'lian'ba'wei'san 黄连八味散
'ou'tu'san 呕吐散
'xin'ding'hei're'bing'lu'hui'xiao'gan'yin 新订黑热病芦荟消疳饮
'ben'ka'ba'jing 苯卡巴肼
'xiu'ji'xin 溴己新
'li'zhi'teng 荔枝藤
'shi'tan'liu'zhu'tang 湿痰流注汤
'shi'tan'liu'zhu'shang 湿痰流注汤
'di'fan 迪凡
'xiao'shi'hu'die 小石蝴蝶
'dan'zhong 膻中
'xiao'er'ke'chuan'tie 小儿咳喘贴
'bao'fu'kang 保妇康
'jiang'su'fang'qiang'zhi'yao'chang 江苏方强制药厂
'kong'xin'hua 空心花
'feng'er'wan 蜂儿丸
'ling'yang'gan'mao'ke'li 羚羊感冒颗粒
'jin'lian'qing're'pao'teng'pian 金莲清热泡腾片
'cu'suan'lv'di'yun'tong 醋酸氯地孕酮
'cu'suan'lv'de'yun'tong 醋酸氯地孕酮
'fu'fang'liu'suan'xin 复方硫酸锌
'xiao'ren'can 小人参
'xiao'ren'shen 小人参
'xiao'ren'cen 小人参
'xiao'ren'san 小人参
'yan'suan'qu'ta'wei'lin 盐酸屈他维林
'di'sha'lin 狄沙林
'gan'an'gan'tang'jiang 肝安干糖浆
'hei'zhi'ma 黑芝麻
'zhong'yao'ti'qu'fen'li'shou'ce 中药提取分离手册
'zi'shi'ying'yin 紫石英饮
'tiao'zhong'jian'pi'wan 调中健脾丸
'diao'zhong'jian'pi'wan 调中健脾丸
'di'ling 迪凌
'gui'xin'wan 桂心丸
'feng'le'xing'yao'jiu 冯了性药酒
'feng'liao'xing'yao'jiu 冯了性药酒
'ping'le'xing'yao'jiu 冯了性药酒
'ping'liao'xing'yao'jiu 冯了性药酒
'she'mo'wan 歙墨丸
'xi'mo'wan 歙墨丸
'duo'ye'zi'jin 多叶紫堇
'yu'lu'gao 玉露膏
'geng'nian'kang 更年康
'chang'zhou'lan'ling'zhi'yao'you 常州兰陵制药有
'nuan'gong'qi'wei'san 暖宫七味散
'gua'lou'san 栝蒌散
'tian'lou'san 栝蒌散
'kuo'lou'san 栝蒌散
'sai'xian'yan'jian'du'huo'yi'miao 腮腺炎减毒活疫苗
'ti'zhen'ding'xiang'wan 替针丁香丸
'fu'qi 弗奇
'fu'ji 弗奇
'bi'min'gan'wan 鼻敏感丸
'wu'ming'yi'san 无名异散
'bao'shen'dan 保身丹
'jiang'xue'zhi'yao 降血脂药
'ju'hong'hua'tan'jiao'nang 橘红化痰胶囊
'su'ya 粟芽
'zi'sheng'qing'yang'tang 滋生青阳汤
'zi'sheng'qing'yang'shang 滋生青阳汤
'kou'fu'lao'suan'suo'jun'tang 口服酪酸梭菌糖
'liang'sui'dan 凉髓丹
'zhi'xue'fu'mai'he'ji 止血复脉合剂
'zhi'xue'fu'mo'he'ji 止血复脉合剂
'xin'bu'yang'hai'wu'kou'fu'ye 新补阳还五口服液
'xin'bu'yang'huan'wu'kou'fu'ye 新补阳还五口服液
'tong'ge'tang 通膈汤
'tong'ge'shang 通膈汤
'xiao'hua'liu'li'cao 小花琉璃草
'yan'qiao'dan 掩窍丹
'ju'jin'wan 聚金丸
'di'dou'cao 地豆草
'ru'tang'suan'a'qi'mei'su'zhu'she'ye 乳糖酸阿奇霉素注射液
'hai'kui 海蝰
'dao'diao'la'zhu 倒吊蜡烛
'liu'shen'shuang'shen'fen 六神爽身粉
'zhi'ke'san 止咳散
'bu'shen'wan 补肾丸
'bai'rui'cao'gen 百蕊草根
'jia'se'san 稼穑散
'bu'shen'yi'jing'jiu 补肾益精酒
'ma'chi'shi'ban'cong'chi'zhou 马齿实拌葱豉粥
'ma'chi'shi'pan'cong'chi'zhou 马齿实拌葱豉粥
'ma'chi'shi'ban'cong'chi'yu 马齿实拌葱豉粥
'ma'chi'shi'pan'cong'chi'yu 马齿实拌葱豉粥
'fu'shen'san 茯神散
'mao'xue'teng 毛血藤
'mao'xie'teng 毛血藤
'chui'ru'yin 吹乳饮
'tong'dao'san 通导散
'dan'xiao'suan'yi'shan'li'zhi'huan'shi'jiao'nang 单硝酸异山梨酯缓释胶囊
'shan'xiao'suan'yi'shan'li'zhi'huan'shi'jiao'nang 单硝酸异山梨酯缓释胶囊
'chan'xiao'suan'yi'shan'li'zhi'huan'shi'jiao'nang 单硝酸异山梨酯缓释胶囊
'san'huang'xie'xin'tang 三黄泻心汤
'san'huang'xie'xin'shang 三黄泻心汤
'gui'lian'wan 桂连丸
'wan'ling'yao 万灵药
'gui'xin'san 桂心散
'bei'nuo'zhi'pian 贝诺酯片
'feng'sui'dan 凤髓丹
'pu'yuan'he'wei'jiao'nang 蒲元和胃胶囊
'zhi'ke'min 止咳敏
'li'zhong'san 理中散
'hua'tan'ding'chuan'wan 化痰定喘丸
'ba'dou'bai'gao 巴豆白膏
'hu'ma'xu'ji'san 胡麻续肌散
'er'gan'tang 二甘汤
'er'gan'shang 二甘汤
'xuan'shen'qing'fei'yin 玄参清肺饮
'da'jiao'pi 大蕉皮
'dai'jiao'pi 大蕉皮
'tai'jiao'pi 大蕉皮
'da'qiao'pi 大蕉皮
'dai'qiao'pi 大蕉皮
'tai'qiao'pi 大蕉皮
'lao'gao'yao 老膏药
'feng'zao'shang'fei'zheng 风燥伤肺证
'liu'xing'xing'gan'mao'mie'huo 流行性感冒灭活
'tao'er'qi 桃耳七
'shan'nai 山柰
'lan'ling'kou'fu'ye 蓝苓口服液
'shu'lin 枢霖
'fu'zheng'hua'yu'jiao'nang 扶正化瘀胶囊
'lai'suo'rui 来索锐
'yan'suan'lv'pu'sai'dun 盐酸氯普噻吨
'jia'wei'tao'hua'tang 加味桃花汤
'jia'wei'tao'hua'shang 加味桃花汤
'e'jiao'shen'qu'jian 阿胶神曲煎
'a'jiao'shen'qu'jian 阿胶神曲煎
'li'xue'sheng'pian 利血生片
'li'xie'sheng'pian 利血生片
'an'le'ding 安乐酊
'xiao'shu'shi'quan'san 消暑十全散
'da'ma'yao 大麻药
'chen'xiang'hua'qi'dan 沉香化气丹
'pu'yan'tong 扑炎痛
'pai'xi'ta'qin 哌西他嗪
'jiao'tong'xin'shen 交通心肾
'xiang'yan'zhi'san 香胭脂散
'te'mo'fen'pian 特茉芬片
'jia'nai'qing'kun'pian 甲萘氢醌片
'ying'ye'nv'lou'cai 硬叶女娄菜
'ying'xie'nv'lou'cai 硬叶女娄菜
'ying'ye'ru'lou'cai 硬叶女娄菜
'ying'xie'ru'lou'cai 硬叶女娄菜
'feng'shi'ye 风湿液
'a'zha'ta'ding 阿扎他啶
'a'za'ta'ding 阿扎他啶
'e'zha'ta'ding 阿扎他啶
'e'za'ta'ding 阿扎他啶
'xin'ning'ke'tang'jiang 信宁咳糖浆
'xin'ning'hai'tang'jiang 信宁咳糖浆
'shen'ning'ke'tang'jiang 信宁咳糖浆
'shen'ning'hai'tang'jiang 信宁咳糖浆
'e'li'jian'wan 鹅梨煎丸
'chang'li'ning 肠痢宁
'yin'chai'he'ji 银柴合剂
'feng'xiang'zhi'shi'wei'wan 枫香脂十味丸
'feng'han'gan'mao'ning'ke'li 风寒感冒宁颗粒
'zhu'she'yong'yan'suan'lv'pu'lu'ka'yin 注射用盐酸氯普鲁卡因
'xin'ji'ning 心肌宁
'an'nai'jin'di'bi'ye 安乃近滴鼻液
'jia'wei'jie'geng'tang 加味桔梗汤
'jia'wei'ju'geng'tang 加味桔梗汤
'jia'wei'jie'geng'shang 加味桔梗汤
'jia'wei'ju'geng'shang 加味桔梗汤
'bing'feng 秉风
'tong'du'huo'xue'tang 通督活血汤
'tong'du'huo'xue'shang 通督活血汤
'ye'dan'shen 野丹参
'bai'shao'di'huang'tang 白芍地黄汤
'bai'shao'di'huang'shang 白芍地黄汤
'ca'ya'wu'xu'fang 擦牙乌须方
'yu'feng'zao'shi'hua'tan'wan 愈风燥湿化痰丸
'jiu'zhi'tang'liu'wei'di'huang'wan 九芝堂六味地黄丸
'shu'xie'ning'pian 舒血宁片
'chen'li'ji'hou'ji'ling'jiao'nang 陈李济喉疾灵胶囊
'qing'hao'zhi'mu'tang 青蒿知母汤
'qing'hao'zhi'mu'shang 青蒿知母汤
'chai'hu'qu'ban'xia'jia'gua'lou'tang 柴胡去半夏加栝楼汤
'chai'hu'qu'ban'xia'jia'gua'lou'shang 柴胡去半夏加栝楼汤
'pu'tao'tang'su'liao'ping 葡萄糖塑料瓶
'zhi'mu'yin 知母饮
'qian'li'shu'jing'fen 千里舒净粉
'qian'li'shu'cheng'fen 千里舒净粉
'yin'xu'gan'wang'zheng 阴虚肝旺证
'ren'zhong'bai'san 人中白散
'xiang'lian'zhi'xie 香连止泻
'wu'ji'di'huang 乌鸡地黄
'ding'fu'li'zhong'tang 丁附理中汤
'zheng'fu'li'zhong'tang 丁附理中汤
'ming'yan'jin'bo'gao 明眼金波膏
'yan'suan'duo'nai'pai'qi'fen'san'pian 盐酸多奈哌齐分散片
'kun'ming'ji'xue'teng 昆明鸡血藤
'jin'yao 金药
'qing'jiao'lian 青脚莲
'qing'jue'lian 青脚莲
'ding'er'suan'luo'sha'ping'jiao 丁二酸洛沙平胶
'er'sheng'san 二生散
'jiang'su'an'ge'yao'ye'you 江苏安格药业有
'bu'fen'ning 布酚宁
'qiang'ji'pai'kui 羟基哌喹
'yan'suan'qu'en'ting 盐酸曲恩汀
'gu'zhi'zeng'sheng'wan 骨质增生丸
'ji'lin'ao'dong'li'yuan'yao 吉林敖东力源药
'zhu'she'yong'yi'wu'ba'bi'tuo'na 注射用异戊巴比妥钠
'yang'dan'tang'yin'dan'tang 阳旦汤阴旦汤
'yang'dan'tang'yin'dan'shang 阳旦汤阴旦汤
'ju'yuan'suan'lv'mi'fen'jiao'nang 枸橼酸氯米芬胶囊
'huang'lian'hong'qu'tang 黄连红曲汤
'huang'lian'hong'qu'shang 黄连红曲汤
'ming'zhu'xin 明竹欣
'lei'wan'gao 雷丸膏
'xi'xian'feng'shi'wan 豨莶风湿丸
'huang'yao'jiu 黄药酒
'mi'lin'ke'li 泌淋颗粒
'bi'lin'ke'li 泌淋颗粒
'zhu'she'yong'tian'men'dong'xian 注射用天门冬酰
'rui'ling'cao 瑞苓草
'zhong'bao'li'shu 中宝力舒
'he'zhang'san 合掌散
'gui'zhi'jia'dang'gui'tang 桂枝加当归汤
'gui'zhi'jia'dang'gui'shang 桂枝加当归汤
'ci'qiu'shu'pi 刺楸树皮
'jie'qi'shui 节气水
'huo'tan'wan 活痰丸
'han'bao're 寒包热
'hai'nan'li'neng'kang'tai'zhi 海南利能康泰制
'hai'nan'li'nai'kang'tai'zhi 海南利能康泰制
'gou'teng'gen 钩藤根
'yi'xue 益血
'yi'xie 益血
'nai'ping 奈平
'qing'hui'san 青灰散
'ke'yi'neng 可益能
'ke'yi'nai 可益能
'rui'xin'le 瑞欣乐
'rui'xin'yue 瑞欣乐
'rui'xin'lao 瑞欣乐
'jian'er'xiao'shi 健儿消食
'ha'can'san 蛤蚕散
'ge'can'san 蛤蚕散
'hong'hua'xiao'yao'ke'li 红花逍遥颗粒
'jiang'jiu'niu'nai'zhi 姜韭牛奶汁
'xu'chang'qing 徐长卿
'qing'hao'hu'zhi 青蒿琥酯
'shen'shang'xian'se'zong'pian 肾上腺色腙片
'shen'shang'xian'shai'zong'pian 肾上腺色腙片
'shuang'huang'zhi'yang'xi'ye 双黄止痒洗液
'gan'bi'mei 甘铋镁
'chuan'bei'xue'li'pi'pa'gao 川贝雪梨枇杷膏
'qu'an'nai'de'zhu'she'ye 曲安奈得注射液
'qu'an'nai'dei'zhu'she'ye 曲安奈得注射液
'ji'gua'gu'cao 鸡挂骨草
'shu'tuo'bi'li 舒托必利
'shi'luo'teng 石萝藤
'dan'luo'teng 石萝藤
'fu'fang'que'nuo'yun'tong'di 复方炔诺孕酮滴
'fu'song'ji'xin'yao'ye'you 抚松吉新药业有
'shi'wei'cha 石韦茶
'dan'wei'cha 石韦茶
'tong'bi'ning 痛必宁
'san'jiao'san 三焦散
'tuo'li'wen'zhong'tang 托里温中汤
'tuo'li'wen'zhong'shang 托里温中汤
'qing'geng'wan 清庚丸
'zhong'yi'yao'sou'suo 中医药搜索
'shang'lu'gao 商陆膏
'shang'liu'gao 商陆膏
'kun'ming'yu'si'yao'ye'you 昆明宇斯药业有
'mu'xia'gong 木虾公
'mu'ha'gong 木虾公
'xia'ji're 夏季热
'ru'suan'huan'bing'sha'xing'lv 乳酸环丙沙星氯
'si'jin'wan 四斤丸
'huai'an'gou'pi'gao 淮安狗皮膏
'sheng'long'mu 生龙牡
'shuang'zhi'wan 双芝丸
'xia'ji'yu 下极俞
'xia'ji'shu 下极俞
'hai'ha'yu'fen'san 海蛤玉粉散
'hai'ge'yu'fen'san 海蛤玉粉散
'jin'ji'hua'yu 金鸡化瘀
'kang'hui'er'hu'ji 康惠尔糊剂
'qian'jin'xiao'du'san 千金消毒散
'er'an'li'lu'ding 二氨藜芦啶
'xiao'chong'shen'qi'dan 消虫神奇丹
'fu'qi'xing 芙琦星
'qian'dan'san 铅丹散
'yao'zi'cao 腰子草
'fu'er'gai 福儿钙
'bu'shen'yang'gan'tang 补肾养肝汤
'bu'shen'yang'gan'shang 补肾养肝汤
'bo'niao'suan'long'xiong 玻尿酸隆胸
'xiong'dan'jiu 熊胆酒
'zhi'gan'wan 治疳丸
'zhi'tong'miao'jue'yin 止痛妙绝饮
'bi'luo'xi'kang'ning'jiao 吡罗昔康凝胶
'pi'luo'xi'kang'ning'jiao 吡罗昔康凝胶
'mao'guo'yun'xiang'jian'pian 毛果芸香碱片
'yi'wu'qian'hu'wan 一物前胡丸
'ma'lan'gan'han 马兰感寒
'fu'fang'liu'huang'shuang 复方硫磺霜
'ao'tian'yuan 奥天源
'yu'tian'yuan 奥天源
'li'yan'ling'pian 利咽灵片
'li'ye'ling'pian 利咽灵片
'qing'feng'hai'jing'san 青风还睛散
'qing'feng'huan'jing'san 青风还睛散
'a'fa'gu'hua'chun'ruan'jiao 阿法骨化醇软胶
'e'fa'gu'hua'chun'ruan'jiao 阿法骨化醇软胶
'bi'kong'ji 闭孔肌
'huo'du'chi'sheng're'ru'ying'xue'zheng 火毒炽盛热入营血证
'huo'du'zhi'sheng're'ru'ying'xue'zheng 火毒炽盛热入营血证
'ju'hong'wan 遽红丸
'fa'yang'tong'yin'tang 发阳通阴汤
'fa'yang'tong'yin'shang 发阳通阴汤
'ying'yu'ou'pian'cha 应余藕片茶
'ye'wan'dou'shu 野豌豆属
'ye'wan'dou'zhu 野豌豆属
'gui'ling'ji'jiao'nang 龟龄集胶囊
'jun'ling'ji'jiao'nang 龟龄集胶囊
'qiu'ling'ji'jiao'nang 龟龄集胶囊
'jing'shen'fang'yu'ji'zhi 精神防御机制
'pi'feng'bai'zhu'tang 脾风白术汤
'pi'feng'bai'shu'tang 脾风白术汤
'pi'feng'bai'zhu'shang 脾风白术汤
'pi'feng'bai'shu'shang 脾风白术汤
'bing'mei'ka'yin 丙美卡因
'kan'li'gao 坎离膏
'ji'zi'dai'huang'wan 鸡子大黄丸
'ku'shen'tong'lin'fang 苦参通淋方
'xing'nao'jiang'ya'wan 醒脑降压丸
'fu'pian'lv'zuo'sha'zong'jiao 复片氯唑沙宗胶
'bai'sai'nuo 百赛诺
'chang'ju'lan 长距兰
'zhang'ju'lan 长距兰
'zhi'xue'ding'tong 止血定痛
'zheng'lu'pian 正露片
'zheng'lou'pian 正露片
'jin'gu'san 筋骨散
'fu'fang'zhen'hua'shu'gan'jiao 复方榛花舒肝胶
'mao'ye'bai'fen'teng 毛叶白粉藤
'mao'xie'bai'fen'teng 毛叶白粉藤
'long'dan'zi'rong'ye 龙胆紫溶液
'gan'guo'zi 柑果子
'di'sheng'xiong'dan'wan 抵圣熊胆丸
'gui'shen 归身
'zao'huang'ye 枣黄液
'shen'gui'zi'yin'wan 神龟滋阴丸
'xiao'xuan'yan'suan'jia'ma'huang 消旋盐酸甲麻黄
'mu'er'fen 木耳粉
'jin'xiao'wan 金消丸
'shuang'ban'guang'yi'zhi'dong'gan 双半胱乙酯冻干
'fu'fang'si'wei'nv'zhen'zi'jiao'nang 复方四维女贞子胶囊
'xiao'yin'wan 消饮丸
